Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,AFL,0,0,0,0,36780000000.0,39110000000.0,13.03,11.11,1.88,1.69,1.58,1.8,9.19,13.42,19.33,1.89,12.15,21760000000.0,28.27,-5.5,7190000000.0,4250000000.0,2920000000.0,3.77,-79.7,4490000000.0,5.99,6830000000.0,29.11,0.55,31.06,6010000000.0,474380000.0,0.52,49.31,46.44,3340000.0,748850000.0,741400000.0,1.77,70.5,10760000.0,3.53,1.45,11000000.0
0,0,CI,0,0,0,0,63620000000.0,99790000000.0,15.88,9.04,0.68,1.31,1.55,2.06,19.16,5.43,9.99,2.82,9.65,48570000000.0,196.91,33.8,16250000000.0,5210000000.0,2640000000.0,10.54,-45.9,5870000000.0,15.44,42480000000.0,103.42,0.64,107.71,3770000000.0,11160000000.0,1.03,171.07,195.4,2750000.0,380060000.0,379060000.0,1.67,90.15,4970000.0,1.69,,5130000.0
0,0,SIRI,0,0,0,0,28330000000.0,32650000000.0,23.0,22.15,3.04,4.91,,5.66,15.55,20.38,31.18,13.63,,5770000000.0,1.29,6.6,3060000000.0,2100000000.0,1180000000.0,0.26,,54430000.0,0.01,6890000000.0,,0.17,-0.42,1880000000.0,954100000.0,0.97,5.95,6.04,29080000.0,4740000000.0,1310000000.0,73.18,17.79,179940000.0,7.07,,174740000.0
0,0,WFM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ECYT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,AMD,0,0,0,0,30860000000.0,29230000000.0,89.16,29.41,1.3,4.77,22.64,4.51,43.88,5.2,7.66,7.65,36.2,6470000000.0,6.59,5.9,2490000000.0,666000000.0,337000000.0,0.32,,1160000000.0,1.15,1250000000.0,98.74,1.78,1.26,34000000.0,-113620000.0,4.05,24.63,22.83,83360000.0,1080000000.0,928440000.0,0.68,66.95,114670000.0,1.39,,115970000.0
0,0,NTAP,0,0,0,0,18020000000.0,15470000000.0,19.32,14.62,0.91,2.91,14.65,2.5,11.82,16.53,18.56,7.89,60.07,6190000000.0,23.9,1.6,3700000000.0,1310000000.0,1020000000.0,3.78,,4050000000.0,16.42,1710000000.0,138.7,1.56,4.98,1440000000.0,634250000.0,1.32,66.73,69.29,2830000.0,246980000.0,246700000.0,0.18,99.79,17320000.0,6.13,9.68,13730000.0
0,0,MAR,0,0,0,0,45420000000.0,54570000000.0,25.08,19.36,1.13,8.71,20.56,10.46,18.89,36.57,48.34,6.63,65.68,5220000000.0,14.9,1.2,19450000000.0,2890000000.0,1910000000.0,5.38,264.9,316000000.0,0.93,9350000000.0,420.09,0.42,6.56,2360000000.0,1520000000.0,1.14,124.89,117.42,2080000.0,336690000.0,294910000.0,18.29,67.61,6080000.0,3.55,,6310000.0
0,0,MCK,0,0,0,0,22410000000.0,31990000000.0,,8.24,1.4,0.1,2.44,0.15,7.8,-0.15,1.47,3.12,-0.74,213520000000.0,1068.93,4.8,11180000000.0,4099999999.9999995,-319000000.0,-1.58,-48.1,1850000000.0,9.64,9850000000.0,91.25,1.02,47.88,3160000000.0,2200000000.0,1.56,120.52,124.3,1560000.0,191820000.0,191320000.0,0.29,89.09,5110000.0,3.24,2.83,4330000.0
0,0,SYK,0,0,0,0,73030000000.0,78920000000.0,20.96,21.92,2.29,5.37,6.25,5.8,20.68,26.12,22.75,7.82,32.73,13600000000.0,36.36,9.4,8980000000.0,3820000000.0,3550000000.0,9.34,,3700000000.0,9.93,9860000000.0,84.05,2.03,31.33,2610000000.0,1790000000.0,1.04,191.89,174.24,1360000.0,373100000.0,327340000.0,7.92,76.11,4760000.0,3.95,1.44,4850000.0
0,0,GTN,0,0,0,0,2310000000.0,4130000000.0,9.7,6.68,1.55,2.13,1.7,3.81,9.24,19.44,34.35,6.23,19.34,1080000000.0,12.31,40.5,487730000.0,446820000.0,210800000.0,2.37,-46.7,666980000.0,6.7,2550000000.0,214.73,5.8,13.53,323320000.0,241630000.0,1.69,21.29,18.08,93500000.0,93500000.0,83440000.0,4.16,83.21,5600000.0,1.74,,5780000.0
0,0,AES,0,0,0,0,11920000000.0,32369999999.999996,9.95,12.41,1.78,1.11,3.71,3.02,9.59,11.2,22.09,4.52,25.53,10740000000.0,16.22,-0.8,2570000000.0,3380000000.0,985000000.0,1.81,,1480000000.0,2.23,19300000000.0,340.66,1.14,4.84,2420000000.0,100500000.0,0.6,17.79,15.85,5800000.0,662400000.0,659950000.0,0.35,97.33,14080000.0,2.36,2.45,10730000.0
0,0,HIG,0,0,0,0,18000000000.0,18690000000.0,10.09,9.24,0.66,0.95,1.4,0.99,7.36,9.55,10.96,0.9,11.17,18930000000.0,52.8,1.1,6410000000.0,2540000000.0,1480000000.0,4.94,,4410000000.0,12.25,4810000000.0,36.73,2.33,35.55,2840000000.0,2260000000.0,0.55,48.99,46.51,2210000.0,360740000.0,358330000.0,0.4,93.46,3430000.0,1.67,1.06,4200000.0
0,0,MDT,0,0,0,0,119350000000.0,135270000000.00002,25.13,16.36,2.26,3.91,2.39,4.43,13.98,15.79,22.98,4.76,9.65,30560000000.0,22.64,2.4,20980000000.0,9680000000.0,4830000000.0,3.54,,9150000000.0,6.82,25040000000.0,50.14,2.36,37.17,5960000000.0,5510000000.0,0.69,91.58,91.86,5740000.0,1340000000.0,1340000000.0,0.06,84.21,7300000.0,1.19,0.54,9290000.0
0,0,COH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,XOM,0,0,0,0,351490000000.0,390820000000.0,17.01,15.23,1.26,1.26,1.83,1.4,9.87,7.46,7.71,3.88,10.9,279330000000.0,65.42,4.5,88580000000.0,39580000000.0,20840000000.0,4.88,-28.4,3040000000.0,0.72,37800000000.0,19.04,0.84,45.27,36010000000.0,11290000000.0,1.07,80.09,77.95,12550000.0,4230000000.0000005,4230000000.0000005,0.09,55.62,43300000.0,2.47,,30860000.0
0,0,CAG,0,0,0,0,13750000000.0,24670000000.0,19.25,13.04,2.18,1.55,1.87,2.78,13.59,6.99,17.14,5.74,11.11,8890000000.0,21.08,35.7,2360000000.0,1820000000.0,623600000.0,1.47,-33.3,282200000.0,0.58,11130000000.0,149.33,1.31,15.17,868200000.0,695940000.0,1.24,24.51,28.12,8440000.0,485920000.0,484350000.0,0.85,90.88,23340000.0,3.13,6.83,23230000.0
0,0,MAS,0,0,0,0,12020000000.0,14580000000.0,17.24,13.53,1.21,1.44,,1.74,10.46,8.78,14.8,14.15,622.22,8359999999.999999,27.41,10.1,2740000000.0,1390000000.0,727000000.0,2.37,142.5,559000000.0,1.9,2980000000.0,4317.39,1.64,-0.38,1030000000.0,539630000.0,1.6,38.84,33.73,3980000.0,294290000.0,292040000.0,0.61,95.43,7050000.0,1.83,2.53,7820000.0
0,0,RF,0,0,0,0,15510000000.0,28200000000.0,9.94,8.91,1.04,2.8,1.09,5.1,,31.79,35.77,1.25,10.02,5530000000.0,5.07,-8.7,5570000000.0,,1500000000.0,1.53,21.2,2390000000.0,2.35,14360000000.0,,,13.92,2280000000.0,,1.6,15.4,15.85,12890000.0,1020000000.0,1010000000.0,0.5,76.63,17880000.0,1.6,2.01,14520000.0
0,0,FIS,0,0,0,0,36720000000.0,44900000000.0,44.57,13.78,1.28,4.36,3.64,5.33,18.85,10.04,18.44,4.02,8.37,8420000000.0,25.68,0.0,2850000000.0,2380000000.0,846000000.0,2.55,-68.1,703000000.0,2.18,8980000000.0,87.9,1.2,31.24,1990000000.0,1510000000.0,0.79,108.78,105.89,2790000.0,323130000.0,320880000.0,0.56,92.38,2820000.0,1.28,0.87,3130000.0
0,0,BAC,0,0,0,0,281170000000.0,265930000000.0,11.18,9.14,0.48,3.17,1.16,3.0,,31.74,40.34,1.21,10.57,88690000000.0,8.78,12.3,88690000000.0,,26700000000.0,2.61,207.7,560940000000.0,53.34,494310000000.0,,,25.13,39520000000.0,,1.54,28.73,27.87,63190000.0,9640000000.0,9490000000.0,0.11,70.43,106280000.0,2.12,1.1,103790000.0
0,0,ADT,0,0,0,0,5000000000.0,14690000000.0,,6.06,0.54,1.09,1.2,3.21,6.46,-13.3,7.53,1.26,-15.91,4580000000.0,6.13,7.2,,2280000000.0,-609160000.0,-0.81,,363180000.0,0.48,10000000000.0,236.75,0.84,5.51,1790000000.0,478610000.0,,7.13,7.45,2330000.0,756610000.0,123160000.0,1.2,98.61,27040000.0,8.74,25.14,25090000.0
0,0,TSS,0,0,0,0,17340000000.0,20680000000.0,31.13,17.64,1.55,4.3,6.83,5.14,18.42,14.32,20.83,7.6,23.39,4030000000.0000005,22.14,-20.0,1540000000.0,1120000000.0,576660000.0,3.14,-43.7,471160000.0,2.66,3920000000.0,151.54,2.21,14.32,1040000000.0,669760000.0,1.0,93.95,90.11,1450000.0,177400000.0,174320000.0,1.67,82.57,2380000.0,1.9,1.36,2310000.0
0,0,STZ,0,0,0,0,36510000000.0,,12.12,20.38,2.73,,3.24,,,0.0,0.0,,,,,,,,,15.87,,,,,,,59.29,,,0.68,170.76,185.49,2640000.0,166550000.0,,5.3,84.63,4179999.9999999995,2.0,2.63,4520000.0
0,0,MYL,0,0,0,0,14330000000.0,27620000000.0,40.84,5.9,1.27,1.25,1.18,2.42,7.68,3.08,14.96,3.12,2.77,11430000000.0,22.22,-4.9,4570000000.0,3600000000.0,352500000.0,0.68,-79.0,449200000.0,0.87,13820000000.0,113.57,1.39,23.59,2340000000.0,1640000000.0,1.66,28.39,31.1,5640000.0,515950000.00000006,513400000.0,1.08,86.57,11830000.0,1.64,2.65,6850000.0
0,0,M,0,0,0,0,7910000000.0,11610000000.0,7.21,8.7,-1.42,0.31,1.23,0.45,5.28,4.3,5.95,4.94,18.05,25740000000.0,83.65,-2.3,10520000000.0,2200000000.0,1110000000.0,3.56,-45.1,1160000000.0,3.78,4930000000.0,76.62,1.42,20.93,1740000000.0,836370000.0,0.31,24.22,29.36,10050000.0,308260000.0,307060000.0,0.3,95.21,44920000.0,4.19,16.59,40820000.0
0,0,PSA,0,0,0,0,38060000000.0,46770000000.0,25.53,28.5,1.74,13.5,7.45,16.58,23.84,60.67,52.41,8.53,18.96,2820000000.0,16.21,-2.3,2120000000.0,1960000000.0,1490000000.0,8.54,50.5,361220000.0,2.07,1410000000.0,15.44,1.03,29.26,2060000000.0,1480000000.0,0.14,214.7,206.82,174370000.0,174370000.0,148840000.0,14.73,82.47,6030000.0,5.52,4.87,6740000.0
0,0,TXN,0,0,0,0,108150000000.0,107480000000.0,20.6,19.93,2.67,6.85,12.11,6.81,14.27,35.35,41.97,23.81,57.73,15780000000.0,16.27,-0.9,10280000000.0,7530000000.0,5540000000.0,5.59,260.2,4230000000.0000005,4.51,5070000000.0,56.35,3.27,9.52,7190000000.0,4480000000.0,1.12,107.85,100.93,5690000.0,938620000.0,936220000.0,0.29,88.03,19150000.0,4.1,2.04,17960000.0
0,0,AMP,0,0,0,0,18760000000.0,20030000000.0,9.76,8.04,0.47,1.45,3.38,1.55,5.4,16.23,27.17,1.54,36.22,12920000000.0,88.76,0.4,6660000000.0,3710000000.0,2100000000.0,14.2,204.5,3890000000.0,28.73,5230000000.0,93.68,2.6,40.99,2600000000.0,1860000000.0,2.23,129.42,126.43,1000000.0,135400000.0,134950000.0,0.39,86.66,1810000.0,1.73,1.34,2040000.0
0,0,HST,0,0,0,0,14510000000.0,16910000000.0,13.2,23.36,0.82,2.61,1.92,3.04,11.29,19.57,14.64,4.27,15.49,5550000000.0,7.51,0.8,1570000000.0,1500000000.0,1090000000.0,1.47,229.3,1540000000.0,2.08,3840000000.0,49.87,6.45,10.12,1300000000.0,1090000000.0,1.28,19.33,18.75,7350000.0,740470000.0,733220000.0,1.25,100.91,32350000.0,3.18,,32490000.000000004
0,0,ETN,0,0,0,0,35500000000.0,42410000000.0,17.04,13.37,1.89,1.64,2.2,1.96,10.94,9.93,13.75,5.83,12.84,21610000000.0,49.76,4.7,7100000000.0,3880000000.0,2140000000.0000002,4.91,-0.5,440000000.0,1.04,7550000000.0,46.78,1.47,38.02,2660000000.0,2120000000.0,1.45,80.67,76.35,2700000.0,424220000.0,422450000.0,0.25,80.32,10690000.0,3.87,2.53,8640000.0
0,0,CLDX,0,0,0,0,61950000.0,-40030000.0,,-0.9,,6.5,0.48,-4.2,0.56,0.0,-790.56,-19.99,-83.89,9540000.0,0.91,-49.0,9540000.0,-71600000.0,-151180000.0,-14.478,,94020000.0,7.56,,3.65,7.86,10.38,-75230000.0,-50920000.0,5.61,5.0903,5.1477,12440000.0,12440000.0,12390000.0,0.36,28.3,1.96,1.96,8.05,
0,0,WAG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CTXS,0,0,0,0,13300000000.0,14000000000.0,25.62,15.27,1.82,4.47,24.05,4.71,16.73,19.36,23.36,7.93,74.57,2970000000.0,21.86,3.1,2590000000.0,836580000.0,575670000.0,3.94,,1200000000.0,9.13,1900000000.0,344.01,0.72,4.2,1040000000.0,792140000.0,0.79,102.25,104.9,2370000.0,131729999.99999999,130970000.0,0.88,103.37,12730000.0,5.25,,11500000.0
0,0,LMT,0,0,0,0,86440000000.0,98410000000.0,17.38,12.7,1.29,1.61,61.61,1.83,11.86,9.39,13.47,9.9,1499.55,53760000000.0,188.97,,7370000000.0,8300000000.000001,5050000000.0,17.59,,772000000.0,2.75,14100000000.0,973.36,1.12,4.96,3140000000.0,4210000000.0,1.42,301.54,300.67,1250000.0,282810000.0,236330000.0,0.09,78.66,3140000.0,2.49,1.32,2840000.0
0,0,AVP,0,0,0,0,1270000000.0,2870000000.0,,14.4,3.27,0.23,,0.52,5.78,-0.35,7.57,7.86,,5570000000.0,12.61,-10.7,3300000000.0,497800000.0,-43600000.0,-0.1,,532700000.00000006,1.2,1590000000.0,,1.18,-2.05,92700000.0,274000000.0,1.9,2.9415,2.2349,7720000.0,442500000.0,433170000.0,0.44,79.21,17220000.0,2.04,4.45,9820000.0
0,0,ATI,0,0,0,0,3400000000.0,4720000000.0,16.72,10.41,0.18,0.84,1.8,1.17,9.73,5.5,8.11,3.84,12.34,4050000000.0,32.32,14.1,630300000.0,484600000.0,222400000.0,1.61,2317.6,382000000.0,3.04,1540000000.0,77.46,2.68,15.0,392800000.0,216610000.0,2.43,26.88,26.29,1590000.0,126110000.0,124380000.0,21.71,0.0,17570000.0,11.67,16.04,15520000.0
0,0,X,0,0,0,0,3420000000.0,4820000000.0,3.16,7.99,0.55,0.24,0.82,0.34,3.28,7.86,6.7,5.7,29.64,14180000000.0,80.27,17.8,1870000000.0,1470000000.0,1120000000.0,6.25,272.3,1000000000.0,5.77,2380000000.0,56.65,1.51,24.08,938000000.0,-230250000.0,2.61,20.94,23.44,9580000.0,173340000.0,172240000.0,1.26,70.57,14170000.0,1.62,8.23,14380000.0
0,0,MWV,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,MJN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CSC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ROK,0,0,0,0,22240000000.0,23270000000.0,27.39,19.12,2.08,3.31,17.45,3.46,15.92,12.68,19.53,12.53,49.68,6720000000.0,54.46,3.5,2870000000.0,1460000000.0,851400000.0,6.79,,753500000.0,6.3,1870000000.0,146.49,1.21,10.66,1300000000.0,932440000.0,1.5,177.84,170.06,119540000.0,119540000.0,118720000.0,0.65,78.11,3140000.0,4.39,2.62,3030000.0
0,0,RDC,0,0,0,0,1390000000.0,2900000000.0,,-4.58,0.71,1.68,0.28,3.52,47.4,-42.12,-39.73,-2.47,-6.67,824800000.0,6.5,-39.5,142100000.0,61200000.0,-347400000.0,-2.74,,1030000000.0,8.07,2510000000.0,49.87,2.87,39.61,-160100000.0,-179900000.0,2.95,11.65,13.4,1800000.0,127300000.0,105800000.0,2.55,104.59,9960000.0,6.86,8.81,12610000.0
0,0,SNI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,USB,0,0,0,0,79820000000.0,124070000000.0,12.05,10.87,1.67,3.84,1.78,5.96,,34.09,42.47,1.53,14.06,20810000000.0,12.74,5.4,21140000000.0,,6780000000.0,4.14,10.3,19420000000.0,12.13,56330000000.0,,,28.01,10560000000.0,,1.23,50.54,50.97,6590000.0,1600000000.0,1470000000.0,0.14,77.16,13390000.0,2.4,0.84,15420000.0
0,0,LUK,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,APH,0,0,0,0,30640000000.0,32939999999.999996,26.7,23.68,3.41,3.74,7.64,4.02,16.57,14.69,20.58,10.52,30.02,8199999999.999999,27.23,14.4,2650000000.0,1990000000.0,1200000000.0,3.85,,1290000000.0,4.33,3570000000.0,87.86,1.87,13.46,1110000000.0,767240000.0,0.9,95.04,88.36,1160000.0,298090000.0,296680000.0,0.42,98.95,3190000.0,3.24,1.39,3400000.0
0,0,NTRS,0,0,0,0,20630000000.0,25040000000.0,14.22,12.98,1.0,3.46,2.15,4.2,,26.14,32.88,1.15,15.02,5950000000.0,26.69,4.4,5950000000.0,,1490000000.0,6.64,14.9,11260000000.0,51.57,14660000000.0,,,43.95,1770000000.0,,1.06,92.18,92.66,1250000.0,218500000.0,215480000.0,0.57,80.68,2440000.0,1.99,1.22,2660000.0
0,0,BEN,0,0,0,0,17960000000.0,11460000000.0,11.58,13.77,-4.18,2.94,1.85,1.87,5.73,26.55,32.24,7.7,12.45,6120000000.0,11.6,-12.6,2890000000.0,2000000000.0,1600000000.0,3.04,,8310000000.000001,16.31,730400000.0,6.64,4.72,19.05,2180000000.0,1210000000.0,0.94,32.76,31.3,2860000.0,509510000.0,284430000.0,45.0,51.21,24720000.0,8.74,8.71,23410000.0
0,0,GE,0,0,0,0,82650000000.0,201610000000.0,,13.18,4.34,0.68,2.67,1.66,12.69,-18.38,6.65,1.49,-32.18,121610000000.0,13.99,5.3,23220000000.0,15880000000.0,-21080000000.0,-2.63,,16370000000.000002,1.88,109960000000.0,212.02,1.92,3.56,4250000000.0,22990000000.0,0.91,10.03,9.36,100690000.0,8710000000.0,8690000000.0,0.16,58.56,116620000.0,1.04,1.35,125960000.0
0,0,BBBY,0,0,0,0,2560000000.0,2940000000.0,8.14,10.4,-0.47,0.21,0.86,0.24,3.35,2.5,4.4,4.64,10.99,12440000000.0,91.69,2.6,4440000000.0,878880000.0,310610000.0,2.29,-60.3,1000000000.0,7.49,1490000000.0,51.4,1.67,21.74,1030000000.0,648660000.0,1.6,15.86,14.35,7710000.0,137470000.0,128910000.0,3.84,111.72,46510000.0,11.86,38.84,44090000.0
0,0,WM,0,0,0,0,43360000000.0,56670000000.0,22.94,21.4,2.26,2.91,6.9,3.8,13.45,12.91,18.34,7.69,31.22,14910000000.0,34.76,5.2,5670000000.0,4210000000.0,1920000000.0,4.45,-41.2,61000000.0,0.14,10030000000.0,159.75,0.85,14.8,3570000000.0,1580000000.0,0.67,101.15,93.75,1750000.0,424680000.0,422700000.0,0.34,81.38,4500000.0,2.51,1.04,3980000.0
0,0,ITW,0,0,0,0,50320000000.0,55820000000.0,20.25,18.09,4.41,3.41,15.52,3.78,13.73,17.35,24.4,14.23,65.32,14770000000.0,44.08,-1.4,6160000000.0,4059999999.9999995,2560000000.0,7.6,,1500000000.0,4.58,7380000000.0,226.52,1.63,9.92,2810000000.0,2130000000.0,1.24,144.53,135.93,1440000.0,326920000.0,324890000.0,0.2,79.73,6390000.0,4.33,2.27,5580000.0
0,0,LM,0,0,0,0,2560000000.0,4350000000.0,,10.98,-7.35,0.85,0.7,1.45,7.69,-2.29,16.47,3.91,-0.68,3000000000.0,35.16,-11.2,1150000000.0,565860000.0,-72410000.0,-0.86,,1100000000.0,12.91,2220000000.0,51.31,1.77,42.38,645110000.0,464250000.0,1.49,28.64,28.51,1010000.0,85540000.0,84300000.0,2.17,85.87,3010000.0,3.34,3.57,2860000.0
0,0,OKE,0,0,0,0,29110000000.0,38480000000.0,25.37,19.11,1.69,2.31,4.41,3.06,17.08,9.15,14.49,6.5,18.83,12590000000.0,30.6,-17.3,3170000000.0,2250000000.0,1150000000.0,2.78,364.6,30980000.0,0.08,9480000000.0,144.09,0.66,15.99,2190000000.0,-508580000.0,1.08,67.67,63.85,2820000.0,412740000.0,408870000.0,0.67,77.48,15030000.0,4.63,4.09,13100000.0
0,0,BRCM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,IFF,0,0,0,0,14070000000.0,18110000000.0,34.82,18.72,2.94,3.54,2.33,4.55,20.79,8.48,17.57,4.99,8.7,3980000000.0,45.43,42.6,1690000000.0,870950000.0,333450000.0,3.79,,634900000.0,5.95,4550000000.0,74.33,2.61,56.58,437580000.0,-74690000.0,0.3,126.99,135.56,106640000.0,106640000.0,86090000.0,0.45,86.04,6980000.0,6.31,9.58,4410000.0
0,0,PPG,0,0,0,0,27010000000.0,31270000000.0,20.9,16.56,2.09,1.76,5.83,2.03,13.84,8.72,11.46,6.77,25.76,15370000000.0,63.03,-1.0,6370000000.0,2260000000.0,1320000000.0,5.47,70.9,967000000.0,4.1,5020000000.0,106.0,1.36,19.63,1470000000.0,977500000.0,0.73,111.11,105.99,1290000.0,236100000.0,235550000.0,0.14,81.6,6560000.0,6.28,3.1,6240000.0
0,0,FDO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CTAS,0,0,0,0,21650000000.0,24330000000.0,27.21,24.86,1.86,3.2,6.81,3.6,16.28,12.48,17.04,10.04,27.85,6770000000.0,63.52,5.9,2910000000.0,1490000000.0,833970000.0,7.58,-32.7,80860000.0,0.77,2750000000.0,86.63,2.24,30.3,974010000.0,542520000.0,1.32,203.9,187.74,104930000.0,104930000.0,84590000.0,15.41,68.6,2670000.0,5.61,3.07,2560000.0
0,0,PCP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,,,,,,
0,0,BMY,0,0,0,0,76390000000.0,74710000000.0,15.54,10.56,1.4,3.39,5.44,3.31,10.7,21.81,28.45,11.7,38.09,22560000000.0,13.82,9.6,16070000000.0,6980000000.0,4920000000.0,3.01,,8880000000.0,5.44,7350000000.0,52.02,1.61,8.6,5940000000.0,3870000000.0,0.87,49.93,52.19,18830000.0,1630000000.0,1630000000.0,0.11,75.2,65780000.0,2.94,4.03,60970000.0
0,0,PSX,0,0,0,0,44660000000.0,55130000000.0,8.33,8.7,-1.69,0.4,1.82,0.5,8.47,5.02,4.63,5.93,21.52,111460000000.0,236.79,10.4,8710000000.0,6510000000.0,5590000000.0,11.8,-30.0,3020000000.0,6.64,11160000000.0,41.1,1.48,54.04,7570000000.0,1610000000.0,0.88,97.0,97.19,2680000.0,454350000.0,442210000.0,0.22,72.46,6490000.0,2.16,,5990000.0
0,0,A,0,0,0,0,25940000000.0,25610000000.0,23.26,23.96,2.48,5.2,5.16,5.14,21.32,22.86,19.81,7.0,23.84,4990000000.0,15.6,6.0,2690000000.0,1200000000.0,1140000000.0,3.51,,2060000000.0,6.48,1800000000.0,35.7,3.39,15.84,1080000000.0,626880000.0,1.27,79.87,71.79,1740000.0,317520000.0,316670000.0,0.36,88.39,4370000.0,2.24,1.38,3980000.0
0,0,EMN,0,0,0,0,11350000000.0,17530000000.0,10.82,8.47,0.88,1.12,1.97,1.73,8.2,10.64,15.1,5.99,19.09,10150000000.0,71.89,0.6,2460000000.0,2140000000.0000002,1080000000.0,7.56,-93.1,227000000.0,1.62,6170000000.0,104.93,1.82,41.52,1540000000.0,781370000.0,0.86,80.26,80.58,1210000.0,138790000.0,139060000.0,0.43,85.46,2730000.0,2.63,2.21,2260000.0
0,0,TRIP,0,0,0,0,7210000000.0,6720000000.0,64.46,23.62,2.3,4.47,4.89,4.16,28.36,7.0,11.64,5.29,7.97,1620000000.0,11.69,7.8,1530000000.0,237000000.0,113000000.0,0.81,,670000000.0,4.85,83000000.0,5.64,2.33,10.67,405000000.0,351000000.0,0.21,52.38,54.89,2140000.0,125340000.0,106500000.0,15.1,101.49,15120000.0,6.54,14.43,16350000.000000002
0,0,FLIR,0,0,0,0,6650000000.0,6460000000.0,24.38,18.71,0.92,3.74,3.54,3.64,15.87,15.91,19.18,7.61,15.22,1780000000.0,12.89,-9.4,,406980000.0,282420000.0,2.01,,512140000.0,3.78,421950000.0,22.48,4.09,13.85,374160000.0,281300000.0,1.6,49.86,49.4,135610000.0,135610000.0,134480000.0,0.9,96.54,2380000.0,2.79,1.99,2420000.0
0,0,HCP,0,0,0,0,14980000000.0,21220000000.0,13.8,53.31,21.5,8.11,2.48,11.49,20.57,57.46,26.35,2.27,17.73,1850000000.0,3.92,-0.3,1130000000.0,1030000000.0,1060000000.0,2.24,,110790000.0,0.23,5570000000.0,85.51,2.21,12.45,848710000.0,1250000000.0,0.51,31.02,28.95,3200000.0,477930000.0,476870000.0,0.22,96.92,22970000.0,6.69,5.73,24920000.0
0,0,PAYX,0,0,0,0,29050000000.0,29140000000.0,30.5,26.07,2.94,7.98,11.18,8.0,19.17,26.4,37.32,9.87,41.4,3640000000.0,10.14,14.3,2360000000.0,1520000000.0,961300000.0,2.65,-11.6,732000000.0,2.04,853600000.0,32.86,1.11,7.23,1310000000.0,935600000.0,1.2,78.02,71.17,2009999.9999999998,359390000.0,320710000.0,10.81,70.05,11450000.0,6.07,3.57,10110000.0
0,0,FTR,0,0,0,0,244340000.0,17079999999.999998,,-1.98,-0.28,0.03,0.15,1.98,4.93,-7.47,17.57,3.9,-33.2,8610000000.0,96.02,-4.2,5270000000.0,3470000000.0,-750000000.0,-8.37,,354000000.0,3.36,17170000000.000002,1073.25,0.52,15.16,1810000000.0,679630000.0,1.66,2.5339,3.4845,4660000.0,105320000.0,103500000.0,1.57,79.58,54010000.0,8.56,,53330000.0
0,0,T,0,0,0,0,235950000000.0,419350000000.0,11.37,8.92,1.96,1.38,1.28,2.46,7.36,11.34,18.52,4.05,11.88,170760000000.0,25.19,15.2,91340000000.0,56960000000.0,19370000000.0,2.85,-74.5,5210000000.0,0.71,179110000000.0,92.38,0.8,25.28,43600000000.0,19790000000.0,0.82,30.85,30.84,31380000.0,7280000000.0,7280000000.0,0.07,55.76,83950000.0,2.87,1.15,82310000.0
0,0,DO,0,0,0,0,1610000000.0,3150000000.0,,-7.62,0.29,1.52,0.45,2.97,11.67,-17.01,-5.87,-0.63,-4.9,1060000000.0,7.72,-33.1,337140000.0,269610000.0,-180270000.0,-1.31,,453920000.0,3.3,1970000000.0,55.07,3.32,26.08,232060000.0,215220000.0,1.97,10.3,12.86,2830000.0,137580000.0,64140000.0,0.16,107.08,21220000.0,6.47,33.07,23400000.0
